98
15.991670 37.893890
15.925000 37.924740
15.866670 37.924570
15.808330 37.917920
15.762380 37.916670
15.716670 37.935030
15.659520 37.975000
15.650900 38.050000
15.632490 38.091670
15.650000 38.133640
15.641670 38.174530
15.628690 38.216670
15.631390 38.258330
15.674580 38.250000
15.750000 38.266650
15.800260 38.291670
15.600000 38.293440
15.633330 38.259390
15.647690 38.266670
15.581590 38.233330
15.554430 38.175000
15.522250 38.125000
15.506160 38.091670
15.458330 38.035050
15.425000 38.000120
15.358330 37.928200
15.316790 37.883330
15.299710 37.850000
15.266670 37.812440
15.226090 37.766670
15.222380 37.725000
15.208330 37.676000
15.183150 37.625000
15.175000 37.566120
15.125240 37.525000
15.125200 37.483330
15.140040 37.441670
15.151420 37.383330
15.175000 37.336360
15.200000 37.306880
15.016670 38.165320
15.066410 38.150000
15.107940 38.141670
15.166670 38.157450
15.203080 38.183330
15.258330 38.219870
15.225000 38.267690
15.325000 38.223760
15.372830 38.241670
15.441670 38.262600
15.475000 38.290390
15.951470 37.916670
15.858750 37.925000
15.791670 37.918350
15.750000 37.927310
15.667410 37.966670
15.641670 38.083300
15.652020 38.125000
15.642480 38.183330
15.635090 38.225000
15.725000 38.257660
15.791670 38.283500
15.600000 38.284000
15.608330 38.253350
15.564150 38.200000
15.540070 38.158330
15.516670 38.118530
15.500000 38.083300
15.358480 37.933330
15.266670 37.816980
15.233380 37.783330
15.204870 37.741670
15.216140 37.708330
15.197950 37.658330
15.175360 37.600000
15.158330 37.558410
15.117390 37.525000
15.099410 37.491670
15.102120 37.450000
15.105970 37.408330
15.106540 37.366670
15.094210 37.325000
15.139230 37.316670
15.016670 38.155530
15.058330 38.142900
15.091670 38.123570
15.141670 38.142520
15.225850 38.191670
15.258330 38.208610
15.235320 38.233330
15.250000 38.255540
15.306440 38.208330
15.358330 38.222300
15.408330 38.238160
15.451330 38.258330
15.500000 38.296600
15.064500 37.341670
15.066670 37.344440
